hospital,date,occupancy_combined,occupancy_combined_flagged,occupancy_icu,occupancy_icu_flagged,occupancy_acute,admissions_combined,admissions_icu
HCGH,2020-11-05,11,8,6,6,5,1,0
HCGH,2020-11-06,13,11,5,5,8,3,0
HCGH,2020-11-07,15,15,3,3,12,4,0
HCGH,2020-11-08,19,18,5,5,14,2,0
HCGH,2020-11-09,20,19,6,6,14,2,0
HCGH,2020-11-10,22,20,6,6,16,4,0
HCGH,2020-11-11,27,26,6,6,21,8,0
HCGH,2020-11-12,32,32,7,7,25,7,0
HCGH,2020-11-13,34,34,7,7,27,1,0
HCGH,2020-11-14,33,33,9,9,24,3,0
HCGH,2020-11-15,35,35,10,10,25,6,0
HCGH,2020-11-16,40,40,11,11,29,5,0
HCGH,2020-11-17,48,46,14,14,34,6,0
HCGH,2020-11-18,44,42,14,14,30,2,0
HCGH,2020-11-19,40,38,13,13,27,5,0
HCGH,2020-11-20,40,37,12,12,28,3,0
HCGH,2020-11-21,43,41,9,9,34,7,0
HCGH,2020-11-22,48,46,9,9,39,6,0
HCGH,2020-11-23,50,49,9,9,41,9,0
HCGH,2020-11-24,57,56,11,11,46,6,0
HCGH,2020-11-25,53,52,12,12,41,2,0
HCGH,2020-11-26,54,53,10,10,44,7,0
HCGH,2020-11-27,54,53,10,10,44,6,0
HCGH,2020-11-28,51,50,11,11,40,5,0
HCGH,2020-11-29,56,55,8,8,48,7,0
HCGH,2020-11-30,54,53,9,9,45,3,0
HCGH,2020-12-01,50,47,9,9,41,3,0
HCGH,2020-12-02,38,37,8,8,30,2,0
HCGH,2020-12-03,34,33,8,8,26,1,0
HCGH,2020-12-04,34,32,9,9,25,3,0
HCGH,2020-12-05,35,33,10,10,25,6,0
HCGH,2020-12-06,43,40,9,9,34,5,0
HCGH,2020-12-07,45,43,10,10,35,7,0
HCGH,2020-12-08,44,42,9,9,35,9,0
HCGH,2020-12-09,48,45,10,10,38,3,0
HCGH,2020-12-10,45,43,7,7,38,7,0
HCGH,2020-12-11,43,40,11,11,32,4,1
HCGH,2020-12-12,42,40,11,11,31,6,0
HCGH,2020-12-13,41,39,11,11,30,4,0
HCGH,2020-12-14,40,38,12,12,28,5,0
HCGH,2020-12-15,42,40,11,11,31,1,0
HCGH,2020-12-16,36,34,12,12,24,6,0
HCGH,2020-12-17,38,37,12,12,26,6,0
HCGH,2020-12-18,41,41,12,12,29,5,0
HCGH,2020-12-19,40,40,15,15,25,9,0
HCGH,2020-12-20,45,45,12,12,33,3,0
HCGH,2020-12-21,43,42,14,14,29,4,0
HCGH,2020-12-22,46,43,15,15,31,10,0
HCGH,2020-12-23,49,48,15,15,34,4,0
HCGH,2020-12-24,45,44,17,17,28,4,0
HCGH,2020-12-25,49,46,15,15,34,11,0
HCGH,2020-12-26,50,47,15,15,35,5,0
HCGH,2020-12-27,52,49,15,15,37,5,0
HCGH,2020-12-28,48,45,14,14,34,4,0
HCGH,2020-12-29,51,47,12,12,39,5,0
HCGH,2020-12-30,47,44,10,10,37,3,0
HCGH,2020-12-31,45,44,9,9,36,4,0
HCGH,2021-01-01,46,45,9,9,37,5,0
HCGH,2021-01-02,49,48,10,10,39,4,0
HCGH,2021-01-03,44,43,10,10,34,2,0
HCGH,2021-01-04,48,43,9,9,39,3,0
HCGH,2021-01-05,50,44,9,9,41,11,0
HCGH,2021-01-06,57,51,9,9,48,8,0
HCGH,2021-01-07,55,48,13,13,42,10,0
HCGH,2021-01-08,63,57,12,12,51,5,0
HCGH,2021-01-09,62,52,11,11,51,2,0
HCGH,2021-01-10,60,50,13,13,47,2,0
HCGH,2021-01-11,58,48,13,13,45,4,0
HCGH,2021-01-12,55,42,12,12,43,5,0
HCGH,2021-01-13,54,42,12,12,42,6,0
HCGH,2021-01-14,54,43,13,13,41,7,0
HCGH,2021-01-15,53,44,15,15,38,7,0
HCGH,2021-01-16,57,50,15,15,42,7,0
HCGH,2021-01-17,59,52,15,15,44,6,0
HCGH,2021-01-18,59,52,16,16,43,4,0
HCGH,2021-01-19,58,52,14,14,44,6,0
HCGH,2021-01-20,66,61,14,14,52,6,0
HCGH,2021-01-21,54,49,14,14,40,7,0
HCGH,2021-01-22,55,50,11,11,44,7,0
HCGH,2021-01-23,53,48,12,12,41,3,0
HCGH,2021-01-24,49,45,12,12,37,9,0
HCGH,2021-01-25,58,53,9,9,49,7,0
HCGH,2021-01-26,60,52,9,9,51,6,0
HCGH,2021-01-27,62,52,9,9,53,8,0
HCGH,2021-01-28,57,46,10,10,47,4,0
HCGH,2021-01-29,60,51,8,8,52,3,0
HCGH,2021-01-30,51,42,8,8,43,4,0
HCGH,2021-01-31,47,38,9,9,38,1,0
HCGH,2021-02-01,46,36,8,8,38,4,0
HCGH,2021-02-02,40,31,6,6,34,5,0
HCGH,2021-02-03,37,30,8,8,29,1,0
HCGH,2021-02-04,32,24,8,8,24,3,0
HCGH,2021-02-05,27,21,5,5,22,5,0
HCGH,2021-02-06,33,28,6,6,27,1,0
HCGH,2021-02-07,30,25,5,5,25,1,0
HCGH,2021-02-08,30,27,6,6,24,3,0
HCGH,2021-02-09,28,25,6,6,22,1,0
HCGH,2021-02-10,24,21,5,5,19,2,0
HCGH,2021-02-11,25,22,5,5,20,1,0
HCGH,2021-02-12,25,22,5,5,20,4,0
HCGH,2021-02-13,29,24,4,4,25,7,0
HCGH,2021-02-14,33,28,6,6,27,3,0
HCGH,2021-02-15,31,27,7,7,24,1,0
HCGH,2021-02-16,28,24,7,7,21,1,0
HCGH,2021-02-17,23,20,7,7,16,2,0
HCGH,2021-02-18,24,22,8,8,16,5,0
HCGH,2021-02-19,28,26,7,7,21,3,0
HCGH,2021-02-20,26,22,7,7,19,0,0
HCGH,2021-02-21,28,25,5,5,23,3,0
HCGH,2021-02-22,24,21,5,5,19,4,0
HCGH,2021-02-23,26,19,6,6,20,3,0
HCGH,2021-02-24,25,19,5,5,20,6,0
HCGH,2021-02-25,26,19,5,5,21,2,0
HCGH,2021-02-26,23,19,5,5,18,2,0
HCGH,2021-02-27,21,17,5,5,16,2,0
HCGH,2021-02-28,22,18,4,4,18,2,0
HCGH,2021-03-01,22,18,5,5,17,1,0
HCGH,2021-03-02,20,16,4,4,16,4,0
HCGH,2021-03-03,20,15,5,5,15,2,0
HCGH,2021-03-04,21,17,5,5,16,3,0
HCGH,2021-03-05,21,17,5,5,16,3,0
HCGH,2021-03-06,24,20,7,7,17,3,0
HCGH,2021-03-07,29,25,6,6,23,3,1
HCGH,2021-03-08,28,24,7,7,21,0,0
HCGH,2021-03-09,22,17,4,4,18,3,1
HCGH,2021-03-10,22,17,4,4,18,4,0
HCGH,2021-03-11,21,16,4,4,17,2,0
HCGH,2021-03-12,24,18,4,4,20,3,0
HCGH,2021-03-13,22,15,2,2,20,3,0
HCGH,2021-03-14,26,19,3,3,23,5,0
HCGH,2021-03-15,28,22,4,4,24,3,0
HCGH,2021-03-16,23,20,4,4,19,3,0
HCGH,2021-03-17,24,22,5,5,19,3,0
HCGH,2021-03-18,27,24,6,6,21,4,0
HCGH,2021-03-19,29,28,5,5,24,1,0
HCGH,2021-03-20,31,29,5,5,26,6,0
HCGH,2021-03-21,39,36,7,7,32,7,0
HCGH,2021-03-22,42,39,8,8,34,4,0
HCGH,2021-03-23,35,31,8,8,27,0,0
HCGH,2021-03-24,33,32,7,7,26,3,0
HCGH,2021-03-25,31,29,8,8,23,1,0
HCGH,2021-03-26,29,26,7,7,22,1,0
HCGH,2021-03-27,30,27,5,5,25,3,0
HCGH,2021-03-28,29,26,4,4,25,2,0
HCGH,2021-03-29,36,33,6,6,30,6,0
HCGH,2021-03-30,30,27,9,9,21,2,0
HCGH,2021-03-31,30,27,8,8,22,4,0
HCGH,2021-04-01,29,27,6,6,23,6,0
HCGH,2021-04-02,31,29,7,7,24,7,0
HCGH,2021-04-03,32,30,6,6,26,1,0
HCGH,2021-04-04,29,27,5,5,24,2,0
HCGH,2021-04-05,29,26,4,4,25,3,0
HCGH,2021-04-06,31,27,5,5,26,5,0
HCGH,2021-04-07,32,28,6,6,26,4,0
HCGH,2021-04-08,32,27,9,9,23,5,0
HCGH,2021-04-09,31,27,6,6,25,4,0
HCGH,2021-04-10,30,27,6,6,24,3,0
HCGH,2021-04-11,32,29,8,8,24,3,0
HCGH,2021-04-12,35,33,9,9,26,4,0
HCGH,2021-04-13,30,28,8,8,22,1,0
HCGH,2021-04-14,27,24,6,6,21,6,0
HCGH,2021-04-15,26,23,7,7,19,7,0
HCGH,2021-04-16,31,28,9,9,22,3,0
HCGH,2021-04-17,29,27,7,7,22,4,0
HCGH,2021-04-18,30,28,6,6,24,2,0
HCGH,2021-04-19,30,28,7,7,23,7,1
HCGH,2021-04-20,32,29,9,9,23,2,0
HCGH,2021-04-21,33,30,8,8,25,7,0
HCGH,2021-04-22,36,32,9,9,27,3,0
HCGH,2021-04-23,34,28,8,8,26,2,0
HCGH,2021-04-24,27,23,6,6,21,0,0
HCGH,2021-04-25,27,22,4,4,23,4,0
HCGH,2021-04-26,23,18,4,4,19,1,0
HCGH,2021-04-27,23,18,5,5,18,1,0
HCGH,2021-04-28,22,17,4,4,18,1,0
HCGH,2021-04-29,21,17,3,3,18,2,1
HCGH,2021-04-30,21,16,4,4,17,1,0
HCGH,2021-05-01,22,17,6,6,16,3,0
HCGH,2021-05-02,19,14,6,6,13,1,0
HCGH,2021-05-03,17,13,3,3,14,1,0
HCGH,2021-05-04,15,12,3,3,12,5,0
HCGH,2021-05-05,19,14,3,3,16,4,0
HCGH,2021-05-06,27,22,2,2,25,6,0
HCGH,2021-05-07,22,18,3,3,19,1,0
HCGH,2021-05-08,20,15,3,3,17,3,0
HCGH,2021-05-09,21,16,5,5,16,0,0
HCGH,2021-05-10,18,13,4,4,14,2,0
HCGH,2021-05-11,18,12,3,3,15,3,0
HCGH,2021-05-12,14,9,2,2,12,0,0
HCGH,2021-05-13,10,6,3,3,7,1,0
HCGH,2021-05-14,9,4,3,3,6,2,0
HCGH,2021-05-15,13,8,1,1,12,0,0
HCGH,2021-05-16,11,8,1,1,10,1,0
HCGH,2021-05-17,12,9,1,1,11,1,0
HCGH,2021-05-18,13,9,2,2,11,0,0
HCGH,2021-05-19,10,7,2,2,8,2,0
HCGH,2021-05-20,8,6,0,0,8,2,0
HCGH,2021-05-21,9,8,0,0,9,0,0
HCGH,2021-05-22,13,11,0,0,13,2,0
HCGH,2021-05-23,15,13,0,0,15,2,0
HCGH,2021-05-24,15,11,2,2,13,3,0
HCGH,2021-05-25,17,13,2,2,15,0,0
HCGH,2021-05-26,16,12,1,1,15,1,0
HCGH,2021-05-27,13,8,1,1,12,1,0
HCGH,2021-05-28,12,8,1,1,11,0,0
HCGH,2021-05-29,12,8,1,1,11,2,0
HCGH,2021-05-30,13,9,1,1,12,0,0
HCGH,2021-05-31,13,9,1,1,12,1,0
HCGH,2021-06-01,13,10,2,2,11,1,0
HCGH,2021-06-02,13,10,2,2,11,1,0
HCGH,2021-06-03,13,11,2,2,11,0,0
HCGH,2021-06-04,10,8,2,2,8,0,0
HCGH,2021-06-05,9,7,2,2,7,1,0
HCGH,2021-06-06,10,8,2,2,8,0,0
HCGH,2021-06-07,8,7,3,3,5,0,0
HCGH,2021-06-08,8,7,4,4,4,2,0
HCGH,2021-06-09,10,9,3,3,7,1,0
HCGH,2021-06-10,10,9,3,3,7,0,0
HCGH,2021-06-11,7,6,1,1,6,1,0
HCGH,2021-06-12,8,7,1,1,7,0,0
HCGH,2021-06-13,8,7,1,1,7,0,0
HCGH,2021-06-14,10,9,1,1,9,1,0
HCGH,2021-06-15,7,5,1,1,6,0,0
HCGH,2021-06-16,6,4,1,1,5,0,0
HCGH,2021-06-17,6,4,1,1,5,0,0
HCGH,2021-06-18,6,4,0,0,6,0,0
HCGH,2021-06-19,8,6,0,0,8,2,0
HCGH,2021-06-20,9,7,0,0,9,1,0
HCGH,2021-06-21,10,7,0,0,10,0,0
HCGH,2021-06-22,7,3,0,0,7,0,0
HCGH,2021-06-23,6,2,0,0,6,0,0
HCGH,2021-06-24,5,1,0,0,5,0,0
HCGH,2021-06-25,5,1,0,0,5,0,0
HCGH,2021-06-26,4,0,0,0,4,0,0
HCGH,2021-06-27,4,0,0,0,4,0,0
HCGH,2021-06-28,4,0,0,0,4,0,0
HCGH,2021-06-29,4,0,0,0,4,1,0
HCGH,2021-06-30,4,1,0,0,4,0,0
HCGH,2021-07-01,4,1,0,0,4,1,0
HCGH,2021-07-02,4,1,0,0,4,1,0
HCGH,2021-07-03,3,0,0,0,3,0,0
HCGH,2021-07-04,3,0,0,0,3,1,0
HCGH,2021-07-05,4,1,0,0,4,0,0
HCGH,2021-07-06,4,1,0,0,4,0,0
HCGH,2021-07-07,4,1,0,0,4,0,0
HCGH,2021-07-08,2,0,0,0,2,1,0
HCGH,2021-07-09,3,1,0,0,3,0,0
HCGH,2021-07-10,3,0,0,0,3,0,0
HCGH,2021-07-11,3,0,0,0,3,0,0
HCGH,2021-07-12,4,1,0,0,4,1,0
HCGH,2021-07-13,1,0,0,0,1,0,0
HCGH,2021-07-14,2,1,0,0,2,0,0
HCGH,2021-07-15,1,0,0,0,1,0,0
HCGH,2021-07-16,1,0,0,0,1,0,0
HCGH,2021-07-19,0,0,0,0,0,0,0
HCGH,2021-07-20,1,1,0,0,1,0,0
HCGH,2021-07-21,1,1,0,0,1,0,0
HCGH,2021-07-22,1,1,0,0,1,0,0
HCGH,2021-07-23,2,2,0,0,2,0,0
HCGH,2021-07-24,2,2,0,0,2,0,0
HCGH,2021-07-25,6,6,0,0,6,5,0
HCGH,2021-07-26,6,6,3,3,3,1,0
HCGH,2021-07-27,6,6,3,3,3,0,0
HCGH,2021-07-28,5,5,4,4,1,1,0
HCGH,2021-07-29,6,6,3,3,3,1,0
HCGH,2021-07-30,7,7,2,2,5,2,0
HCGH,2021-07-31,7,7,3,3,4,0,0
HCGH,2021-08-01,6,6,4,4,2,0,0
HCGH,2021-08-02,6,6,4,4,2,2,0
HCGH,2021-08-03,8,8,3,3,5,4,0
HCGH,2021-08-04,9,9,2,2,7,3,0
HCGH,2021-08-05,9,9,3,3,6,2,0
HCGH,2021-08-06,9,9,3,3,6,0,0
HCGH,2021-08-07,6,6,4,4,2,0,0
HCGH,2021-08-08,8,8,4,4,4,1,0
HCGH,2021-08-09,8,8,3,3,5,2,0
HCGH,2021-08-10,7,7,2,2,5,5,0
HCGH,2021-08-11,9,8,2,2,7,2,0
HCGH,2021-08-12,12,11,4,4,8,3,0
HCGH,2021-08-13,12,11,5,5,7,2,0
HCGH,2021-08-14,10,9,4,4,6,2,0
HCGH,2021-08-15,11,11,5,5,6,1,0
HCGH,2021-08-16,11,11,6,6,5,2,0
HCGH,2021-08-17,12,12,4,4,8,1,0
HCGH,2021-08-18,9,9,4,4,5,1,0
HCGH,2021-08-19,8,8,4,4,4,1,0
HCGH,2021-08-20,10,10,4,4,6,3,0
HCGH,2021-08-21,12,12,4,4,8,1,0
HCGH,2021-08-22,13,13,5,5,8,3,0
HCGH,2021-08-23,15,15,4,4,11,3,0
HCGH,2021-08-24,15,15,3,3,12,1,0
HCGH,2021-08-25,14,13,3,3,11,1,0
HCGH,2021-08-26,14,13,3,3,11,1,0
HCGH,2021-08-27,14,13,3,3,11,2,0
HCGH,2021-08-28,14,12,4,4,10,0,0
HCGH,2021-08-29,12,10,5,5,7,0,0
HCGH,2021-08-30,15,13,6,6,9,2,0
HCGH,2021-08-31,17,15,6,6,11,3,0
HCGH,2021-09-01,17,16,6,6,11,1,0
HCGH,2021-09-02,15,13,7,7,8,1,0
HCGH,2021-09-03,15,13,5,5,10,1,0
HCGH,2021-09-04,15,12,5,5,10,3,0
HCGH,2021-09-05,18,15,5,5,13,3,0
HCGH,2021-09-06,19,16,5,5,14,2,0
HCGH,2021-09-07,19,17,7,7,12,2,0
HCGH,2021-09-08,17,15,5,5,12,3,1
HCGH,2021-09-09,15,13,2,2,13,2,0
HCGH,2021-09-10,16,13,5,5,11,3,0
HCGH,2021-09-11,16,13,4,4,12,0,0
HCGH,2021-09-12,15,12,4,4,11,0,0
HCGH,2021-09-13,12,9,4,4,8,1,0
HCGH,2021-09-14,13,10,4,4,9,1,0
HCGH,2021-09-15,11,8,5,5,6,3,0
HCGH,2021-09-16,11,10,6,6,5,1,0
HCGH,2021-09-17,9,8,7,7,2,0,0
HCGH,2021-09-18,10,8,7,7,3,2,0
HCGH,2021-09-19,10,8,6,6,4,1,0
HCGH,2021-09-20,11,9,5,5,6,0,0
HCGH,2021-09-21,13,9,6,6,7,0,0
HCGH,2021-09-22,13,9,7,7,6,1,0
HCGH,2021-09-23,11,8,6,6,5,2,0
HCGH,2021-09-24,7,4,5,5,2,1,0
HCGH,2021-09-25,6,3,4,4,2,1,0
HCGH,2021-09-26,8,5,4,4,4,3,0
HCGH,2021-09-27,11,8,6,6,5,1,0
HCGH,2021-09-28,10,7,6,6,4,2,0
HCGH,2021-09-29,11,8,7,7,4,3,0
HCGH,2021-09-30,10,8,5,5,5,2,0
HCGH,2021-10-01,14,12,7,7,7,2,0
HCGH,2021-10-02,15,11,7,7,8,0,0
HCGH,2021-10-03,14,10,6,6,8,2,0
HCGH,2021-10-04,16,12,6,6,10,1,0
HCGH,2021-10-05,15,12,6,6,9,1,0
HCGH,2021-10-06,14,11,5,5,9,1,0
HCGH,2021-10-07,14,10,4,4,10,0,0
HCGH,2021-10-08,9,5,5,5,4,2,0
HCGH,2021-10-09,12,8,6,6,6,2,0
HCGH,2021-10-10,13,9,5,5,8,1,0
HCGH,2021-10-11,12,8,5,5,7,1,0
HCGH,2021-10-12,10,4,4,4,6,0,0
HCGH,2021-10-13,11,7,4,4,7,2,0
HCGH,2021-10-14,12,6,5,5,7,0,0
HCGH,2021-10-15,11,6,5,5,6,0,0
HCGH,2021-10-16,10,6,5,5,5,1,0
HCGH,2021-10-17,11,7,5,5,6,1,0
HCGH,2021-10-18,11,7,4,4,7,0,0
HCGH,2021-10-19,11,7,2,2,9,1,0
HCGH,2021-10-20,10,6,3,3,7,0,0
HCGH,2021-10-21,8,5,0,0,8,0,0
HCGH,2021-10-22,9,6,0,0,9,2,0
HCGH,2021-10-23,10,7,0,0,10,0,0
HCGH,2021-10-24,8,5,0,0,8,0,0
HCGH,2021-10-25,6,3,0,0,6,0,0
HCGH,2021-10-26,7,4,0,0,7,2,0
HCGH,2021-10-27,8,5,0,0,8,0,0
HCGH,2021-10-28,6,4,0,0,6,0,0
HCGH,2021-10-29,5,3,0,0,5,2,0
HCGH,2021-10-30,7,5,0,0,7,1,0
HCGH,2021-10-31,8,6,3,3,5,0,0
HCGH,2021-11-01,7,5,3,3,4,0,0
HCGH,2021-11-02,8,6,3,3,5,2,0
HCGH,2021-11-03,12,11,3,3,9,2,0
HCGH,2021-11-04,8,5,3,3,5,0,0
HCGH,2021-11-05,7,4,3,3,4,2,0
HCGH,2021-11-06,6,4,2,2,4,0,0
HCGH,2021-11-07,6,4,2,2,4,2,0
HCGH,2021-11-08,9,8,4,4,5,0,0
HCGH,2021-11-09,8,6,4,4,4,0,0
HCGH,2021-11-10,10,8,4,4,6,4,0
HCGH,2021-11-11,10,9,3,3,7,0,0
HCGH,2021-11-12,8,7,3,3,5,0,0
HCGH,2021-11-13,8,7,4,4,4,0,0
HCGH,2021-11-14,9,8,4,4,5,0,0
HCGH,2021-11-15,10,9,5,5,5,0,0
HCGH,2021-11-16,8,7,4,4,4,1,0
HCGH,2021-11-17,8,7,3,3,5,0,0
HCGH,2021-11-18,7,6,4,4,3,0,0
HCGH,2021-11-19,6,5,3,3,3,0,0
HCGH,2021-11-20,4,3,2,2,2,0,0
HCGH,2021-11-21,4,3,1,1,3,1,0
HCGH,2021-11-22,5,4,1,1,4,0,0
HCGH,2021-11-23,3,2,1,1,2,0,0
HCGH,2021-11-24,3,2,1,1,2,0,0
HCGH,2021-11-25,2,1,1,1,1,0,0
HCGH,2021-11-26,3,2,1,1,2,1,0
HCGH,2021-11-27,5,4,1,1,4,1,0
HCGH,2021-11-28,6,5,1,1,5,1,0
HCGH,2021-11-29,6,5,2,2,4,0,0
HCGH,2021-11-30,5,4,1,1,4,2,0
HCGH,2021-12-01,8,7,1,1,7,2,0
HCGH,2021-12-02,7,6,1,1,6,1,0
HCGH,2021-12-03,8,7,1,1,7,0,0
HCGH,2021-12-04,7,6,1,1,6,1,0
HCGH,2021-12-05,9,8,2,2,7,3,0
HCGH,2021-12-06,7,6,2,2,5,0,0
HCGH,2021-12-07,8,6,1,1,7,1,0
HCGH,2021-12-08,7,5,1,1,6,0,0
HCGH,2021-12-09,8,5,1,1,7,1,0
HCGH,2021-12-10,7,4,2,2,5,0,0
HCGH,2021-12-11,6,2,1,1,5,1,0
HCGH,2021-12-12,9,5,1,1,8,4,0
HCGH,2021-12-13,10,6,2,2,8,2,0
HCGH,2021-12-14,17,13,3,3,14,3,0
HCGH,2021-12-15,17,14,4,4,13,2,0
HCGH,2021-12-16,18,15,6,6,12,4,0
HCGH,2021-12-17,21,18,6,6,15,5,0
HCGH,2021-12-18,23,20,3,3,20,4,0
HCGH,2021-12-19,25,22,3,3,22,1,0
HCGH,2021-12-20,24,21,3,3,21,6,0
HCGH,2021-12-21,27,26,4,4,23,7,0
HCGH,2021-12-22,25,24,4,4,21,4,0
HCGH,2021-12-23,19,18,5,5,14,2,0
HCGH,2021-12-24,21,20,4,4,17,7,0
HCGH,2021-12-25,24,23,4,4,20,6,0
HCGH,2021-12-26,32,31,4,4,28,7,0
HCGH,2021-12-27,37,36,5,5,32,9,0
HCGH,2021-12-28,39,39,5,5,34,10,0
HCGH,2021-12-29,46,45,5,5,41,12,0
HCGH,2021-12-30,58,54,6,6,52,11,0
HCGH,2021-12-31,51,48,7,7,44,11,0
HCGH,2022-01-01,54,51,7,7,47,17,0
HCGH,2022-01-02,58,56,7,7,51,12,0
HCGH,2022-01-03,65,63,10,10,55,11,0
HCGH,2022-01-04,74,69,9,9,65,17,0
HCGH,2022-01-05,78,72,9,9,69,15,0
HCGH,2022-01-06,80,73,10,10,70,15,0
HCGH,2022-01-07,78,71,11,11,67,17,0
HCGH,2022-01-08,85,77,13,13,72,12,0
HCGH,2022-01-09,85,79,15,15,70,8,0
HCGH,2022-01-10,83,80,11,11,72,10,0
HCGH,2022-01-11,82,75,8,8,74,12,0
HCGH,2022-01-12,84,75,11,11,73,12,0
HCGH,2022-01-13,87,78,11,11,76,13,0
HCGH,2022-01-14,79,69,7,7,72,13,0
HCGH,2022-01-15,71,60,10,10,61,6,0
HCGH,2022-01-16,72,59,7,7,65,7,0
HCGH,2022-01-17,66,54,7,7,59,11,0
HCGH,2022-01-18,69,53,9,9,60,7,0
HCGH,2022-01-19,73,56,10,10,63,13,0
HCGH,2022-01-20,71,54,8,8,63,8,0
HCGH,2022-01-21,60,42,6,6,54,6,0
HCGH,2022-01-22,58,41,7,7,51,7,0
HCGH,2022-01-23,58,41,6,6,52,7,0
HCGH,2022-01-24,58,41,6,6,52,10,0
HCGH,2022-01-25,54,35,8,8,46,8,0
HCGH,2022-01-26,52,33,8,8,44,12,0
HCGH,2022-01-27,54,35,10,10,44,6,0
HCGH,2022-01-28,53,34,9,9,44,10,0
HCGH,2022-01-29,59,37,9,9,50,5,0
HCGH,2022-01-30,56,37,7,7,49,2,0
HCGH,2022-01-31,52,33,6,6,46,3,0
HCGH,2022-02-01,44,28,7,7,37,2,0
HCGH,2022-02-02,41,25,6,6,35,5,0
HCGH,2022-02-03,37,21,4,4,33,4,0
HCGH,2022-02-04,31,17,6,6,25,0,0
HCGH,2022-02-05,27,12,6,6,21,1,0
HCGH,2022-02-06,25,12,5,5,20,3,0
HCGH,2022-02-07,26,13,4,4,22,4,0
HCGH,2022-02-08,25,12,3,3,22,2,0
HCGH,2022-02-09,25,12,3,3,22,2,0
HCGH,2022-02-10,22,10,5,5,17,5,0
HCGH,2022-02-11,23,11,6,6,17,2,0
HCGH,2022-02-12,21,9,5,5,16,3,0
HCGH,2022-02-13,21,9,6,6,15,1,0
HCGH,2022-02-14,19,8,5,5,14,1,0
HCGH,2022-02-15,17,6,5,5,12,1,0
HCGH,2022-02-16,17,7,5,5,12,3,0
HCGH,2022-02-17,14,8,5,5,9,1,0
HCGH,2022-02-18,16,9,5,5,11,4,0
HCGH,2022-02-19,20,14,6,6,14,2,0
HCGH,2022-02-20,20,13,6,6,14,3,0
HCGH,2022-02-21,16,8,5,5,11,1,0
HCGH,2022-02-22,13,3,4,4,9,0,0
HCGH,2022-02-23,14,5,4,4,10,1,0
HCGH,2022-02-24,15,6,4,4,11,2,0
HCGH,2022-02-25,15,8,4,4,11,2,0
HCGH,2022-02-26,16,10,5,5,11,2,0
HCGH,2022-02-27,15,9,3,3,12,2,0
HCGH,2022-02-28,14,8,4,4,10,0,0
HCGH,2022-03-01,13,6,2,2,11,0,0
HCGH,2022-03-02,13,8,1,1,12,3,0
HCGH,2022-03-03,12,8,1,1,11,0,0
HCGH,2022-03-04,8,4,0,0,8,0,0
HCGH,2022-03-05,7,4,1,1,6,0,0
HCGH,2022-03-06,5,3,1,1,4,0,0
HCGH,2022-03-07,4,2,1,1,3,0,0
HCGH,2022-03-08,5,3,1,1,4,2,0
HCGH,2022-03-09,5,2,1,1,4,0,0
HCGH,2022-03-10,6,3,3,3,3,1,0
HCGH,2022-03-11,6,3,2,2,4,5,0
HCGH,2022-03-12,9,6,2,2,7,1,0
HCGH,2022-03-13,9,8,1,1,8,2,0
HCGH,2022-03-14,10,9,2,2,8,0,0
HCGH,2022-03-15,10,9,2,2,8,1,0
HCGH,2022-03-16,6,5,1,1,5,0,0
HCGH,2022-03-17,6,5,1,1,5,1,0
HCGH,2022-03-18,8,6,0,0,8,2,0
HCGH,2022-03-19,7,5,0,0,7,0,0
HCGH,2022-03-20,5,3,0,0,5,1,0
HCGH,2022-03-21,4,2,0,0,4,1,0
HCGH,2022-03-22,3,1,0,0,3,0,0
HCGH,2022-03-23,3,1,0,0,3,1,0
HCGH,2022-03-24,6,4,0,0,6,1,0
HCGH,2022-03-25,6,2,0,0,6,1,0
HCGH,2022-03-26,7,3,0,0,7,2,0
HCGH,2022-03-27,5,3,0,0,5,0,0
HCGH,2022-03-28,2,2,0,0,2,1,0
HCGH,2022-03-29,4,3,0,0,4,1,0
HCGH,2022-03-30,5,3,0,0,5,0,0
HCGH,2022-03-31,5,1,0,0,5,0,0
HCGH,2022-04-01,5,3,0,0,5,2,0
HCGH,2022-04-02,2,1,1,1,1,0,0
HCGH,2022-04-03,3,2,1,1,2,1,0
HCGH,2022-04-04,3,2,1,1,2,1,0
HCGH,2022-04-05,3,3,1,1,2,0,0
HCGH,2022-04-06,3,2,1,1,2,1,0
HCGH,2022-04-07,4,3,1,1,3,1,0
HCGH,2022-04-08,3,2,0,0,3,0,0
HCGH,2022-04-09,1,1,0,0,1,0,0
HCGH,2022-04-10,1,1,0,0,1,0,0
HCGH,2022-04-11,2,2,0,0,2,1,0
HCGH,2022-04-12,1,1,0,0,1,0,0
HCGH,2022-04-13,2,2,0,0,2,0,0
HCGH,2022-04-14,4,4,0,0,4,2,0
HCGH,2022-04-15,1,1,0,0,1,0,0
HCGH,2022-04-16,1,1,0,0,1,1,0
HCGH,2022-04-17,3,3,0,0,3,0,0
HCGH,2022-04-18,3,3,0,0,3,2,0
HCGH,2022-04-19,5,3,0,0,5,1,0
HCGH,2022-04-20,4,3,0,0,4,0,0
HCGH,2022-04-21,4,3,0,0,4,1,0
HCGH,2022-04-22,3,3,0,0,3,1,0
HCGH,2022-04-23,3,3,0,0,3,2,0
HCGH,2022-04-24,3,3,1,1,2,1,0
HCGH,2022-04-25,5,5,1,1,4,1,0
